Business_ID,Business_Name,Financial_Health_Score,Risk_Category,Confidence,Recommended_Loan_Amount,Recommended_Tenure_Months,Recommended_Interest_Band,Approval_Decision,Scoring_Rationale
MSME001,Balaji Residency,100.0,Low,0.922,4932799.28,36,10.5% - 12.5%,Approve,Volatility 0.22 → +11.6 | Buffer 48.4d → +9.7 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.07 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME395,Annapurna Tools,88.26,Low,0.946,4681579.61,60,10.5% - 12.5%,Approve,Volatility 0.15 → +12.7 | Buffer 20.1d → +4.0 | ExpRatio 0.92 → -2.0 | EMI ratio 0.04 → +0.0 | Growth 0.15 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME396,Shree Health Care,100.0,Low,0.98,3692716.46,48,10.5% - 12.5%,Approve,Volatility 0.02 → +14.6 | Buffer 44.7d → +8.9 | ExpRatio 0.84 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME397,Sri Service Point,40.39,High,0.955,1027600.71,24,16.0% - 20.0%,Reject,Volatility 0.09 → +13.6 | Buffer 0.6d → +0.1 | ExpRatio 1.02 → -10.0 | EMI ratio 0.22 → -8.0 | Growth 0.04 → +1.0 | GST reg 0.75 → +6.0 | Bounces 4 → -12.0 | MinBal → -6.0
MSME398,Shree Tools,94.87,Low,0.948,2408535.44,48,10.5% - 12.5%,Approve,Volatility 0.15 → +12.8 | Buffer 33.0d → +6.6 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.17 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME399,Nagpur Kirana,40.88,High,0.897,950148.03,24,16.0% - 20.0%,Reject,Volatility 0.26 → +11.1 | Buffer 2.4d → +0.5 | ExpRatio 1.01 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.08 → -3.0 | GST reg 0.75 → +6.0 | Bounces 3 → -9.0 | MinBal → -6.0
MSME400,Ganesh Sanitary & Hardware,74.07,Medium,0.951,2362645.83,24,13.0% - 15.5%,Conditional Approval,Volatility 0.14 → +12.9 | Buffer 17.8d → +3.6 | ExpRatio 0.94 → -10.0 | EMI ratio 0.07 → +0.0 | Growth 0.18 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME401,Sunita Confectionery,64.55,Medium,0.95,1501558.46,24,13.0% - 15.5%,Conditional Approval,Volatility 0.14 → +12.9 | Buffer -1.7d → +-0.3 | ExpRatio 1.02 → -10.0 | EMI ratio 0.16 → -4.0 | Growth 0.20 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME402,Annapurna Mobiles,59.08,Medium,0.935,2684674.81,48,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.2 | Buffer 7.0d → +1.4 | ExpRatio 1.01 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.07 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME403,Naveen Medi Plus,75.62,Low,0.98,2237279.82,36,10.5% - 12.5%,Approve,Volatility 0.03 → +14.5 | Buffer 15.0d → +3.0 | ExpRatio 0.95 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME404,Ramesh Cargo Movers,66.68,Medium,0.926,7273560.91,48,13.0% - 15.5%,Conditional Approval,Volatility 0.21 → +11.8 | Buffer 13.4d → +2.7 | ExpRatio 0.96 → -10.0 | EMI ratio 0.07 → +0.0 | Growth -0.13 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME405,Sri Interiors,91.4,Low,0.926,5747778.53,60,10.5% - 12.5%,Approve,Volatility 0.21 → +11.8 | Buffer 42.0d → +8.4 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.12 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME406,Sanjay Bakers,65.02,Medium,0.918,1406913.75,36,13.0% - 15.5%,Conditional Approval,Volatility 0.23 → +11.5 | Buffer 10.3d → +2.1 | ExpRatio 1.00 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.10 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME407,Shree Dairy,67.73,Medium,0.979,2829801.86,24,13.0% - 15.5%,Conditional Approval,Volatility 0.06 → +14.1 | Buffer 9.3d → +1.9 | ExpRatio 0.97 → -10.0 | EMI ratio 0.05 → +0.0 | Growth -0.07 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME408,New Builders,69.65,Medium,0.949,6280294.0,48,13.0% - 15.5%,Conditional Approval,Volatility 0.15 → +12.8 | Buffer 13.6d → +2.7 | ExpRatio 0.95 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME409,Anita Kirana,47.56,High,0.887,634263.67,24,16.0% - 20.0%,Reject,Volatility 0.30 → +10.5 | Buffer -2.7d → +-0.5 | ExpRatio 1.06 → -10.0 | EMI ratio 0.18 → -4.0 | Growth -0.12 → -3.0 | GST reg 0.83 → +6.7 | Bounces 0 → -0.0 | MinBal → -6.0
MSME410,Om Sai Offset Press,68.81,Medium,0.963,761630.98,24,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.4 | Buffer 15.2d → +3.0 | ExpRatio 0.96 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME411,Surat Kirana,60.62,Medium,0.913,2112280.13,48,13.0% - 15.5%,Conditional Approval,Volatility 0.25 → +11.3 | Buffer 9.6d → +1.9 | ExpRatio 1.00 → -10.0 | EMI ratio 0.14 → -4.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME412,Ganesh Transport,95.54,Low,0.959,4478715.73,48,10.5% - 12.5%,Approve,Volatility 0.12 → +13.2 | Buffer 36.7d → +7.3 | ExpRatio 0.88 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME413,Balaji Electronics,85.27,Low,0.912,8329314.76,48,10.5% - 12.5%,Approve,Volatility 0.25 → +11.2 | Buffer 23.4d → +4.7 | ExpRatio 0.92 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.12 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME414,Balaji Medicals,87.62,Low,0.98,3606095.12,60,10.5% - 12.5%,Approve,Volatility 0.03 → +14.6 | Buffer 24.2d → +4.8 | ExpRatio 0.92 → -2.0 | EMI ratio 0.07 → +0.0 | Growth -0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME415,Patna Provisions,89.69,Low,0.951,4399241.25,36,10.5% - 12.5%,Approve,Volatility 0.14 → +12.9 | Buffer 40.0d → +8.0 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME416,Sri Freight Services,85.88,Low,0.903,8741018.89,48,10.5% - 12.5%,Approve,Volatility 0.28 → +10.8 | Buffer 32.3d → +6.5 | ExpRatio 0.88 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME417,Delhi Medicals,69.03,Medium,0.98,2810161.15,36,13.0% - 15.5%,Conditional Approval,Volatility 0.05 → +14.3 | Buffer 22.5d → +4.5 | ExpRatio 0.94 → -10.0 | EMI ratio 0.12 → -4.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME418,Sri Medi Store,82.7,Low,0.98,4157952.51,48,10.5% - 12.5%,Approve,Volatility 0.05 → +14.2 | Buffer 31.1d → +6.2 | ExpRatio 0.88 → -2.0 | EMI ratio 0.06 → +0.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME419,Balaji Builders,91.98,Low,0.944,7217267.39,48,10.5% - 12.5%,Approve,Volatility 0.16 → +12.6 | Buffer 31.2d → +6.2 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME420,New Infra,65.57,Medium,0.935,4245425.41,48,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.2 | Buffer 13.5d → +2.7 | ExpRatio 0.96 → -10.0 | EMI ratio 0.07 → +0.0 | Growth -0.14 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME421,Mysuru Kirana,87.84,Low,0.915,2351082.41,60,10.5% - 12.5%,Approve,Volatility 0.24 → +11.4 | Buffer 38.4d → +7.7 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.10 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME422,Kolkata Family Dhaba,93.5,Low,0.979,8035365.69,60,10.5% - 12.5%,Approve,Volatility 0.06 → +14.1 | Buffer 31.6d → +6.3 | ExpRatio 0.88 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME423,Krishna Service Point,86.33,Low,0.969,2592379.74,60,10.5% - 12.5%,Approve,Volatility 0.09 → +13.7 | Buffer 28.1d → +5.6 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME424,Star Fashions,84.58,Low,0.968,5354995.16,36,10.5% - 12.5%,Approve,Volatility 0.09 → +13.6 | Buffer 23.8d → +4.8 | ExpRatio 0.90 → -2.0 | EMI ratio 0.06 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME425,Om Sai Hardware,36.64,High,0.895,0.0,0,N/A,Reject,Volatility 0.26 → +11.0 | Buffer -1.2d → +-0.2 | ExpRatio 1.07 → -10.0 | EMI ratio 0.31 → -12.0 | Growth 0.59 → +8.0 | GST reg 0.75 → +6.0 | Bounces 6 → -12.0 | MinBal → -6.0
